"geoname","lntitle","geoid","lnnumber","tot_est","tot_moe","adu_est","adu_moe","cit_est","cit_moe","cvap_est","cvap_moe","cvap_tot","cvap_tot_moe","prc_cvap","prc_cvap_moe","prc_cvap_cv"
"Trinity County, California","American Indian or Alaska Native Alone","05000US06105",3,575,171,495,120,575,171,495,120,10355,218,0.0478029937228392,0.0115448238115011,0.146813607894254
"Trinity County, California","Asian Alone","05000US06105",4,180,32,110,40,180,32,110,40,10355,218,0.0106228874939643,0.00385638896395434,0.220684762209158
"Trinity County, California","Black or African American Alone","05000US06105",5,90,71,60,58,85,71,60,57,10355,218,0.00579430226943506,0.00550323535218258,0.577365775803958
"Trinity County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06105",6,160,189,105,124,160,189,105,124,10355,218,0.0101400289715113,0.0119729884211789,0.717790100456258
"Trinity County, California","American Indian or Alaska Native and White","05000US06105",8,205,116,185,101,205,116,185,101,10355,218,0.0178657653307581,0.00974648750621976,0.331635186484533
"Trinity County, California","Asian and White","05000US06105",9,10,17,10,17,10,15,10,15,10355,218,0.000965717044905843,0.00144843288745373,0.911764288728471
"Trinity County, California","Black or African American and White","05000US06105",10,45,51,4,2,45,51,4,2,10355,218,0.000386286817962337,0.000192972125578466,0.303681817684653
"Trinity County, California","American Indian or Alaska Native and Black or African American","05000US06105",11,0,19,0,19,0,19,0,19,10355,218,0,0.0018348623853211,Inf
"Trinity County, California","Remainder of Two or More Race Responses","05000US06105",12,40,34,35,32,40,34,35,32,10355,218,0.00338000965717045,0.00308947518065714,0.555649422417797
"Trinity County, California","Hispanic or Latino","05000US06105",13,930,0,680,0,675,218,430,220,10355,218,0.0415258329309512,0.0212277808574947,0.310756585536662
"Tulare County, California","American Indian or Alaska Native Alone","05000US06107",3,2875,420,2015,278,2875,420,2015,278,252875,2006,0.00796836381611468,0.00109753861543344,0.0837307058392545
"Tulare County, California","Asian Alone","05000US06107",4,14890,712,11545,370,11895,818,8735,535,252875,2006,0.0345427582797825,0.00209784932859112,0.0369191231145692
"Tulare County, California","Black or African American Alone","05000US06107",5,5940,329,4405,188,5760,374,4300,207,252875,2006,0.0170044488383589,0.000807395499714517,0.0288640894875675
"Tulare County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06107",6,585,110,390,54,505,90,340,53,252875,2006,0.00134453781512605,0.000209318150868121,0.0946385256584592
"Tulare County, California","American Indian or Alaska Native and White","05000US06107",8,2120,390,1745,259,2075,389,1700,261,252875,2006,0.00672268907563025,0.00103075182501432,0.093206282049167
"Tulare County, California","Asian and White","05000US06107",9,1975,511,1045,288,1885,483,970,271,252875,2006,0.00383588729609491,0.00107124363742619,0.169768266734026
"Tulare County, California","Black or African American and White","05000US06107",10,1020,316,325,188,1020,316,325,188,252875,2006,0.00128521997034108,0.000743380410634542,0.351615284244489
"Tulare County, California","American Indian or Alaska Native and Black or African American","05000US06107",11,125,94,95,82,125,94,95,82,252875,2006,0.000375679683638161,0.000324257189992694,0.524693885262534
"Tulare County, California","Remainder of Two or More Race Responses","05000US06107",12,1340,518,705,210,1130,419,620,180,252875,2006,0.00245180425111221,0.000711548367312146,0.176421995670222
"Tulare County, California","Hispanic or Latino","05000US06107",13,295150,0,186380,0,231275,2000,126895,1838,252875,2006,0.501809194265942,0.00608141038531556,0.00736715479021522
"Tuolumne County, California","American Indian or Alaska Native Alone","05000US06109",3,745,170,600,137,745,170,600,137,44140,225,0.0135931128228364,0.00310298723665177,0.138769864869107
"Tuolumne County, California","Asian Alone","05000US06109",4,730,101,545,67,520,109,340,73,44140,225,0.00770276393294064,0.0016533625676008,0.130483503904701
"Tuolumne County, California","Black or African American Alone","05000US06109",5,880,127,840,119,880,127,840,119,44140,225,0.019030357951971,0.00269422159336073,0.0860637871840661
"Tuolumne County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06109",6,125,46,120,47,115,45,110,46,44140,225,0.00249207068418668,0.00104206122465955,0.254194984561881
"Tuolumne County, California","American Indian or Alaska Native and White","05000US06109",8,780,162,600,133,780,162,600,133,44140,225,0.0135931128228364,0.00301234321453925,0.134716139300671
"Tuolumne County, California","Asian and White","05000US06109",9,230,96,150,60,230,96,150,60,44140,225,0.00339827820570911,0.00135920090315661,0.243141348998308
"Tuolumne County, California","Black or African American and White","05000US06109",10,325,123,210,115,325,123,210,115,44140,225,0.00475758948799275,0.00260523375185968,0.332884694766497
"Tuolumne County, California","American Indian or Alaska Native and Black or African American","05000US06109",11,15,20,15,20,15,20,15,20,44140,225,0.000339827820570911,0.000453100449509749,0.810531057400622
"Tuolumne County, California","Remainder of Two or More Race Responses","05000US06109",12,140,74,105,54,140,74,105,54,44140,225,0.00237879474399637,0.00122332005971675,0.312620335422767
"Tuolumne County, California","Hispanic or Latino","05000US06109",13,6525,0,4830,0,6230,173,4535,175,44140,225,0.102741277752605,0.00392991536043157,0.023252643439838
"Ventura County, California","American Indian or Alaska Native Alone","05000US06111",3,2350,333,1970,260,2345,334,1960,260,557875,2606,0.0035133318395698,0.000465765167860336,0.080590144228052
"Ventura County, California","Asian Alone","05000US06111",4,60570,855,49835,577,48005,1028,38375,751,557875,2606,0.0687878108895362,0.00130726733927696,0.0115527937490829
"Ventura County, California","Black or African American Alone","05000US06111",5,13840,581,11355,395,13475,664,10995,479,557875,2606,0.0197087161102397,0.000853665148999599,0.0263307552063954
"Ventura County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06111",6,1485,185,1255,117,1350,189,1120,118,557875,2606,0.00200761819403988,0.000211308910920718,0.0639839115718062
"Ventura County, California","American Indian or Alaska Native and White","05000US06111",8,3510,333,2775,261,3500,334,2765,261,557875,2606,0.00495630741653596,0.000467273516303638,0.0573121933214007
"Ventura County, California","Asian and White","05000US06111",9,10050,887,5225,611,9785,874,4960,585,557875,2606,0.0088908805736052,0.00104779921877464,0.0716419488643372
"Ventura County, California","Black or African American and White","05000US06111",10,3550,476,1810,298,3535,479,1800,298,557875,2606,0.00322652924042124,0.000533957162536469,0.100601604880119
"Ventura County, California","American Indian or Alaska Native and Black or African American","05000US06111",11,170,89,140,83,170,89,140,83,557875,2606,0.000250952274254985,0.000148774229894458,0.360388291369392
"Ventura County, California","Remainder of Two or More Race Responses","05000US06111",12,3370,485,1980,334,3290,480,1900,322,557875,2606,0.00340578086488909,0.000576970929100736,0.102984372763421
"Ventura County, California","Hispanic or Latino","05000US06111",13,360015,0,246660,0,284190,2560,174800,2432,557875,2606,0.313331839569796,0.00410634208949734,0.007966814329458
"Yolo County, California","American Indian or Alaska Native Alone","05000US06113",3,565,223,490,206,535,216,480,205,144525,1214,0.00332122470160872,0.00141816533845265,0.259574905698922
"Yolo County, California","Asian Alone","05000US06113",4,29550,658,25995,451,20935,809,17875,714,144525,1214,0.123681024044283,0.00482984893087791,0.023739117622297
"Yolo County, California","Black or African American Alone","05000US06113",5,5225,332,4375,200,5095,343,4275,211,144525,1214,0.0295796574987026,0.001438656591148,0.0295663760586807
"Yolo County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06113",6,925,158,775,110,820,176,670,132,144525,1214,0.0046358761459955,0.000912506270024929,0.11965700555764
"Yolo County, California","American Indian or Alaska Native and White","05000US06113",8,1705,233,1335,213,1685,237,1315,217,144525,1214,0.00909877183878222,0.00149952384547935,0.100185460615948
"Yolo County, California","Asian and White","05000US06113",9,4890,661,2675,433,3965,552,2285,370,144525,1214,0.0158104134232832,0.00255666370497874,0.0983024806853346
"Yolo County, California","Black or African American and White","05000US06113",10,1215,305,510,191,1130,289,420,171,144525,1214,0.00290607161390763,0.00118293445854149,0.24745057551123
"Yolo County, California","American Indian or Alaska Native and Black or African American","05000US06113",11,145,161,45,55,145,161,45,55,144525,1214,0.000311364815775817,0.00038054800941433,0.742974685047025
"Yolo County, California","Remainder of Two or More Race Responses","05000US06113",12,1320,410,840,249,1275,392,795,239,144525,1214,0.00550077841203944,0.0016530474790574,0.182681796876963
"Yolo County, California","Hispanic or Latino","05000US06113",13,67810,0,46975,0,54295,1138,34380,982,144525,1214,0.237882719252724,0.00649421077260119,0.0165957767188138
"Yuba County, California","American Indian or Alaska Native Alone","05000US06115",3,645,164,580,132,610,166,545,133,50180,559,0.0108609007572738,0.00264769542279444,0.148195930192493
"Yuba County, California","Asian Alone","05000US06115",4,5050,300,3555,204,4560,317,3065,232,50180,559,0.0610801115982463,0.00457301216429188,0.0455131225482661
"Yuba County, California","Black or African American Alone","05000US06115",5,2375,306,1765,183,2355,300,1750,179,50180,559,0.0348744519728976,0.0035459395531543,0.0618098990107799
"Yuba County, California","Native Hawaiian or Other Pacific Islander Alone","05000US06115",6,290,47,235,19,220,71,165,56,50180,559,0.00328816261458748,0.00111538115299071,0.206207336306802
"Yuba County, California","American Indian or Alaska Native and White","05000US06115",8,1650,164,1150,132,1635,168,1140,136,50180,559,0.022718214428059,0.00269840120080519,0.0722048590926276
"Yuba County, California","Asian and White","05000US06115",9,770,276,505,205,765,277,495,204,50180,559,0.00986448784376246,0.00406387922620466,0.250438070149458
"Yuba County, California","Black or African American and White","05000US06115",10,895,291,400,169,895,291,400,169,50180,559,0.00797130330809087,0.00336670477295447,0.256749613232303
"Yuba County, California","American Indian or Alaska Native and Black or African American","05000US06115",11,60,54,60,54,60,54,60,54,50180,559,0.00119569549621363,0.00107604350867232,0.547070549799157
"Yuba County, California","Remainder of Two or More Race Responses","05000US06115",12,610,191,315,114,600,194,310,115,50180,559,0.00617776006377043,0.00229071616619886,0.225410603431432
"Yuba County, California","Hispanic or Latino","05000US06115",13,20990,0,13105,0,17335,529,9620,495,50180,559,0.191709844559585,0.00963053551525995,0.0305379668848299
